Universityname,uid,Location ,Fee,GRE,IELTS,TOEFL,Percentage,Y/N
University of Illinois- Chicago,25,llinois,25890,308,9.0,108,89,0
University of Illinois- Chicago,25,llinois,25890,338,9.0,70,64,1
University of Illinois- Chicago,25,llinois,25890,299,5.0,111,60,0
University of Illinois- Chicago,25,llinois,25890,331,5.5,109,74,1
University of Illinois- Chicago,25,llinois,25890,311,5.0,112,91,0
University of Illinois- Chicago,25,llinois,25890,336,5.5,107,90,1
University of Illinois- Chicago,25,llinois,25890,331,6.5,82,88,0
University of Illinois- Chicago,25,llinois,25890,297,8.5,93,68,0
University of Illinois- Chicago,25,llinois,25890,337,7.5,77,89,1
University of Illinois- Chicago,25,llinois,25890,318,7.5,95,72,1
University of Illinois- Chicago,25,llinois,25890,297,6.5,80,60,0
University of Illinois- Chicago,25,llinois,25890,325,8.5,102,62,0
University of Illinois- Chicago,25,llinois,25890,313,5.5,109,65,0
University of Illinois- Chicago,25,llinois,25890,320,5.5,88,66,0
University of Illinois- Chicago,25,llinois,25890,330,6.0,98,93,0
University of Illinois- Chicago,25,llinois,25890,322,8.5,73,88,1
University of Illinois- Chicago,25,llinois,25890,303,8.5,92,84,1
University of Illinois- Chicago,25,llinois,25890,330,6.0,96,91,0
University of Illinois- Chicago,25,llinois,25890,304,6.0,71,79,0
University of Illinois- Chicago,25,llinois,25890,320,6.5,80,81,1
University of Illinois- Chicago,25,llinois,25890,308,7.5,102,67,1
University of Illinois- Chicago,25,llinois,25890,291,6.0,111,83,1
University of Illinois- Chicago,25,llinois,25890,332,5.0,80,60,0
University of Illinois- Chicago,25,llinois,25890,328,5.5,86,77,1
University of Illinois- Chicago,25,llinois,25890,328,7.5,80,83,0
University of Illinois- Chicago,25,llinois,25890,328,8.0,101,86,0
University of Illinois- Chicago,25,llinois,25890,336,6.0,110,65,1
University of Illinois- Chicago,25,llinois,25890,334,7.0,108,68,1
University of Illinois- Chicago,25,llinois,25890,309,8.0,84,91,0
University of Illinois- Chicago,25,llinois,25890,327,5.5,113,77,1
University of Illinois- Chicago,25,llinois,25890,306,8.0,93,74,0
Indiana University- Bloomington,26,Indiana,27552,303,7.5,115,63,0
Indiana University- Bloomington,26,Indiana,27552,314,8.5,81,84,0
Indiana University- Bloomington,26,Indiana,27552,320,8.0,112,89,0
Indiana University- Bloomington,26,Indiana,27552,340,7.0,88,91,0
Indiana University- Bloomington,26,Indiana,27552,318,6.5,84,63,1
Indiana University- Bloomington,26,Indiana,27552,304,6.0,74,66,0
Indiana University- Bloomington,26,Indiana,27552,310,7.5,93,94,1
Indiana University- Bloomington,26,Indiana,27552,304,9.0,95,67,1
Indiana University- Bloomington,26,Indiana,27552,340,8.5,106,75,1
Indiana University- Bloomington,26,Indiana,27552,294,5.5,82,93,1
Indiana University- Bloomington,26,Indiana,27552,291,6.0,107,76,1
Indiana University- Bloomington,26,Indiana,27552,320,7.0,89,85,0
Indiana University- Bloomington,26,Indiana,27552,315,6.5,101,94,1
Indiana University- Bloomington,26,Indiana,27552,291,7.5,111,65,0
Indiana University- Bloomington,26,Indiana,27552,296,8.0,103,90,1
Indiana University- Bloomington,26,Indiana,27552,337,5.5,77,77,0
Indiana University- Bloomington,26,Indiana,27552,338,6.0,120,69,1
Indiana University- Bloomington,26,Indiana,27552,319,5.5,85,81,1
Indiana University- Bloomington,26,Indiana,27552,321,5.5,92,82,0
Indiana University- Bloomington,26,Indiana,27552,318,7.0,89,72,1
Indiana University- Bloomington,26,Indiana,27552,339,7.5,101,85,1
Indiana University- Bloomington,26,Indiana,27552,315,9.0,104,82,0
Indiana University- Bloomington,26,Indiana,27552,337,6.5,100,89,1
Indiana University- Bloomington,26,Indiana,27552,326,7.0,87,75,0
Indiana University- Bloomington,26,Indiana,27552,290,9.0,99,70,1
Indiana University- Bloomington,26,Indiana,27552,304,6.0,103,60,1
Indiana University- Bloomington,26,Indiana,27552,296,5.5,116,86,1
Indiana University- Bloomington,26,Indiana,27552,307,6.0,79,94,0
Indiana University- Bloomington,26,Indiana,27552,318,6.5,74,74,1
Indiana University- Bloomington,26,Indiana,27552,337,5.0,118,78,1
Indiana University- Bloomington,26,Indiana,27552,308,5.5,120,94,0
Indiana University- Bloomington,26,Indiana,27552,313,7.5,78,73,1
Indiana University- Bloomington,26,Indiana,27552,314,7.5,97,86,0
Indiana University- Bloomington,26,Indiana,27552,302,5.0,97,89,1
Indiana University- Bloomington,26,Indiana,27552,293,9.0,99,67,1
Indiana University- Bloomington,26,Indiana,27552,313,5.0,77,72,1
Indiana University- Bloomington,26,Indiana,27552,301,5.5,100,91,1
Indiana University- Bloomington,26,Indiana,27552,326,5.5,105,64,1
Indiana University- Bloomington,26,Indiana,27552,316,5.5,101,85,1
Indiana University- Bloomington,26,Indiana,27552,290,7.5,98,62,0
Indiana University- Bloomington,26,Indiana,27552,329,5.5,103,77,0
Indiana University- Bloomington,26,Indiana,27552,324,8.5,94,76,0
Indiana University- Bloomington,26,Indiana,27552,337,8.5,94,94,1
Indiana University- Bloomington,26,Indiana,27552,311,5.0,106,60,0
Indiana University- Bloomington,26,Indiana,27552,309,5.5,103,93,1
Indiana University- Bloomington,26,Indiana,27552,340,6.0,92,85,0
Indiana University- Bloomington,26,Indiana,27552,293,5.0,93,60,0
Indiana University- Bloomington,26,Indiana,27552,319,5.0,112,82,0
Indiana University- Bloomington,26,Indiana,27552,330,7.0,89,60,1
Indiana University- Bloomington,26,Indiana,27552,299,7.5,91,75,1
Indiana University- Bloomington,26,Indiana,27552,299,6.5,119,63,1
Indiana University- Bloomington,26,Indiana,27552,312,8.5,100,66,1
Indiana University- Bloomington,26,Indiana,27552,333,7.5,81,63,1
Indiana University- Bloomington,26,Indiana,27552,315,8.0,79,63,1
Indiana University- Bloomington,26,Indiana,27552,298,8.0,96,89,0
Indiana University- Bloomington,26,Indiana,27552,326,6.0,117,61,1
Indiana University- Bloomington,26,Indiana,27552,315,7.5,85,93,0
Indiana University- Bloomington,26,Indiana,27552,308,8.5,85,61,0
Indiana University- Bloomington,26,Indiana,27552,312,8.0,102,90,0
Indiana University- Bloomington,26,Indiana,27552,333,8.0,75,90,1
Indiana University- Bloomington,26,Indiana,27552,302,9.0,77,90,1
Indiana University- Bloomington,26,Indiana,27552,324,6.0,107,64,1
Indiana University- Bloomington,26,Indiana,27552,319,5.0,91,72,1
Indiana University- Bloomington,26,Indiana,27552,291,5.0,84,76,0
Indiana University- Bloomington,26,Indiana,27552,312,7.5,87,78,0
Indiana University- Bloomington,26,Indiana,27552,306,5.0,98,77,0
Indiana University- Bloomington,26,Indiana,27552,309,5.0,97,92,1
Indiana University- Bloomington,26,Indiana,27552,339,8.5,113,68,0
Indiana University- Bloomington,26,Indiana,27552,291,8.5,91,85,0
Indiana University- Bloomington,26,Indiana,27552,323,5.0,101,81,1
Indiana University- Bloomington,26,Indiana,27552,303,7.5,107,73,1
Indiana University- Bloomington,26,Indiana,27552,305,8.5,102,65,0
Indiana University- Bloomington,26,Indiana,27552,307,7.5,84,80,1
Indiana University- Bloomington,26,Indiana,27552,309,6.5,107,92,1
Indiana University- Bloomington,26,Indiana,27552,291,9.0,77,84,1
Indiana University- Bloomington,26,Indiana,27552,339,9.0,83,71,1
Indiana University- Bloomington,26,Indiana,27552,340,7.5,111,88,0
Indiana University- Bloomington,26,Indiana,27552,334,5.5,73,60,0
Indiana University- Bloomington,26,Indiana,27552,338,7.0,116,78,1
Indiana University- Bloomington,26,Indiana,27552,308,5.5,77,85,0
Indiana University- Bloomington,26,Indiana,27552,316,5.5,73,88,1
Kansas State University,27,Kansas,22851,309,8.5,89,86,0
Kansas State University,27,Kansas,22851,300,5.5,81,63,0
Kansas State University,27,Kansas,22851,305,8.0,74,79,0
Kansas State University,27,Kansas,22851,310,5.5,75,81,1
Kansas State University,27,Kansas,22851,312,5.5,99,72,0
Kansas State University,27,Kansas,22851,328,5.0,107,67,0
Kansas State University,27,Kansas,22851,318,9.0,93,79,1
Kansas State University,27,Kansas,22851,301,6.0,113,60,0
Kansas State University,27,Kansas,22851,302,6.0,97,91,1
Kansas State University,27,Kansas,22851,291,9.0,116,64,1
Kansas State University,27,Kansas,22851,313,8.0,115,84,0
Kansas State University,27,Kansas,22851,311,5.0,105,78,0
Kansas State University,27,Kansas,22851,315,6.0,77,77,0
Kansas State University,27,Kansas,22851,325,9.0,93,81,1
Kansas State University,27,Kansas,22851,320,9.0,117,66,0
Kansas State University,27,Kansas,22851,308,6.5,99,93,0
Kansas State University,27,Kansas,22851,320,5.0,113,60,0
Kansas State University,27,Kansas,22851,326,7.0,94,82,1
Kansas State University,27,Kansas,22851,337,9.0,78,91,1
Kansas State University,27,Kansas,22851,324,6.5,102,72,1
Kansas State University,27,Kansas,22851,301,8.5,97,94,1
Kansas State University,27,Kansas,22851,333,8.5,107,88,1
Kansas State University,27,Kansas,22851,327,9.0,78,74,1
Kansas State University,27,Kansas,22851,314,8.5,80,85,0
Kansas State University,27,Kansas,22851,314,5.0,99,94,0
Kansas State University,27,Kansas,22851,305,6.0,101,75,0
Kansas State University,27,Kansas,22851,335,7.5,79,86,1
Kansas State University,27,Kansas,22851,323,6.5,104,89,1
Kansas State University,27,Kansas,22851,338,7.5,84,92,0
Kansas State University,27,Kansas,22851,297,8.5,107,64,1
Kansas State University,27,Kansas,22851,304,6.0,90,66,0
Kansas State University,27,Kansas,22851,292,7.5,75,64,1
Kansas State University,27,Kansas,22851,296,9.0,70,63,1
Kansas State University,27,Kansas,22851,340,7.5,95,63,1
Kansas State University,27,Kansas,22851,329,6.0,75,93,1
Kansas State University,27,Kansas,22851,327,5.0,112,73,0
Kansas State University,27,Kansas,22851,339,5.0,78,73,1
Kansas State University,27,Kansas,22851,299,7.5,92,63,1
Kansas State University,27,Kansas,22851,296,9.0,120,86,1
Kansas State University,27,Kansas,22851,334,6.5,71,86,0
Kansas State University,27,Kansas,22851,319,7.5,84,90,0
Kansas State University,27,Kansas,22851,335,9.0,75,68,0
Kansas State University,27,Kansas,22851,338,7.5,71,80,1
Kansas State University,27,Kansas,22851,311,7.0,76,74,1
Kansas State University,27,Kansas,22851,295,7.0,74,69,1
Kansas State University,27,Kansas,22851,316,6.5,78,66,1
Kansas State University,27,Kansas,22851,298,5.5,109,80,1
Kansas State University,27,Kansas,22851,331,6.0,117,78,1
Kansas State University,27,Kansas,22851,296,6.0,95,72,0
Kansas State University,27,Kansas,22851,301,5.0,115,75,0
Kansas State University,27,Kansas,22851,323,9.0,70,84,1
Kansas State University,27,Kansas,22851,321,8.0,94,87,0
Kansas State University,27,Kansas,22851,319,6.0,79,79,1
Kansas State University,27,Kansas,22851,312,5.0,88,93,0
Kansas State University,27,Kansas,22851,333,8.0,72,79,0
Kansas State University,27,Kansas,22851,291,5.5,78,72,1
Kansas State University,27,Kansas,22851,340,6.5,78,70,1
Kansas State University,27,Kansas,22851,294,6.0,101,77,1
Kansas State University,27,Kansas,22851,331,7.5,105,65,1
Kansas State University,27,Kansas,22851,318,6.0,118,70,1
Kansas State University,27,Kansas,22851,312,7.5,87,90,0
Kansas State University,27,Kansas,22851,321,8.5,114,70,1
Kansas State University,27,Kansas,22851,337,8.0,98,95,0
Kansas State University,27,Kansas,22851,321,6.0,114,75,0
Kansas State University,27,Kansas,22851,336,5.0,95,90,1
Kansas State University,27,Kansas,22851,312,5.0,85,72,1
Kansas State University,27,Kansas,22851,315,8.5,82,77,0
Kansas State University,27,Kansas,22851,312,5.0,115,85,0
Kansas State University,27,Kansas,22851,299,6.5,88,73,1
Kansas State University,27,Kansas,22851,293,5.5,115,77,1
Kansas State University,27,Kansas,22851,323,8.0,105,90,1
Kansas State University,27,Kansas,22851,332,6.5,109,79,0
Kansas State University,27,Kansas,22851,321,7.5,80,95,0
Kansas State University,27,Kansas,22851,305,9.0,97,91,1
Kansas State University,27,Kansas,22851,328,7.5,94,60,1
Kansas State University,27,Kansas,22851,331,8.5,90,60,0
Kansas State University,27,Kansas,22851,323,8.0,103,87,1
Kansas State University,27,Kansas,22851,305,8.5,103,93,0
Kansas State University,27,Kansas,22851,328,9.0,109,89,1
Kansas State University,27,Kansas,22851,295,7.0,91,86,0
Kansas State University,27,Kansas,22851,332,5.5,73,95,1
Louisiana State University Baton Rogue,28,Louisiana,27678,327,5.5,85,64,0
Louisiana State University Baton Rogue,28,Louisiana,27678,311,8.0,77,61,1
Louisiana State University Baton Rogue,28,Louisiana,27678,297,6.0,120,78,1
Louisiana State University Baton Rogue,28,Louisiana,27678,319,6.0,91,67,0
Louisiana State University Baton Rogue,28,Louisiana,27678,294,8.0,95,74,1
Louisiana State University Baton Rogue,28,Louisiana,27678,295,7.5,81,77,0
Louisiana State University Baton Rogue,28,Louisiana,27678,329,6.0,77,93,1
Louisiana State University Baton Rogue,28,Louisiana,27678,324,8.5,109,78,0
Louisiana State University Baton Rogue,28,Louisiana,27678,317,8.0,119,72,1
Louisiana State University Baton Rogue,28,Louisiana,27678,317,6.0,75,86,0
Louisiana State University Baton Rogue,28,Louisiana,27678,296,9.0,75,94,0
Louisiana State University Baton Rogue,28,Louisiana,27678,327,8.0,93,88,1
Louisiana State University Baton Rogue,28,Louisiana,27678,329,5.5,98,79,1
Louisiana State University Baton Rogue,28,Louisiana,27678,330,6.5,76,60,0
Louisiana State University Baton Rogue,28,Louisiana,27678,323,7.5,110,74,1
Louisiana State University Baton Rogue,28,Louisiana,27678,291,5.0,71,74,0
Louisiana State University Baton Rogue,28,Louisiana,27678,327,6.0,108,62,1
Louisiana State University Baton Rogue,28,Louisiana,27678,332,7.0,80,72,1
Louisiana State University Baton Rogue,28,Louisiana,27678,336,8.5,101,86,0
Louisiana State University Baton Rogue,28,Louisiana,27678,320,5.5,107,63,1
Louisiana State University Baton Rogue,28,Louisiana,27678,321,9.0,120,63,0
Louisiana State University Baton Rogue,28,Louisiana,27678,294,5.0,103,67,0
Louisiana State University Baton Rogue,28,Louisiana,27678,299,8.5,101,74,1
Louisiana State University Baton Rogue,28,Louisiana,27678,317,5.0,101,87,1
Louisiana State University Baton Rogue,28,Louisiana,27678,292,8.0,113,64,1
Louisiana State University Baton Rogue,28,Louisiana,27678,312,8.0,104,65,0
Louisiana State University Baton Rogue,28,Louisiana,27678,333,7.0,110,60,0
Louisiana State University Baton Rogue,28,Louisiana,27678,321,7.0,118,92,1
Louisiana State University Baton Rogue,28,Louisiana,27678,335,5.5,103,67,1
Louisiana State University Baton Rogue,28,Louisiana,27678,303,6.5,105,64,1
Louisiana State University Baton Rogue,28,Louisiana,27678,291,5.0,105,76,0
Louisiana State University Baton Rogue,28,Louisiana,27678,337,8.5,70,88,1
Louisiana State University Baton Rogue,28,Louisiana,27678,308,9.0,101,87,0
Louisiana State University Baton Rogue,28,Louisiana,27678,338,8.0,83,61,1
Louisiana State University Baton Rogue,28,Louisiana,27678,299,6.0,116,87,1
Louisiana State University Baton Rogue,28,Louisiana,27678,329,5.5,97,66,0
Louisiana State University Baton Rogue,28,Louisiana,27678,315,5.0,101,75,1
Louisiana State University Baton Rogue,28,Louisiana,27678,321,6.5,109,82,1
Louisiana State University Baton Rogue,28,Louisiana,27678,309,6.5,116,84,1
Louisiana State University Baton Rogue,28,Louisiana,27678,336,5.0,112,76,1
Louisiana State University Baton Rogue,28,Louisiana,27678,337,7.5,77,67,0
Louisiana State University Baton Rogue,28,Louisiana,27678,297,7.0,117,77,1
Louisiana State University Baton Rogue,28,Louisiana,27678,337,7.5,104,62,1
Louisiana State University Baton Rogue,28,Louisiana,27678,339,5.5,75,85,1
Louisiana State University Baton Rogue,28,Louisiana,27678,291,6.0,99,82,1
Louisiana State University Baton Rogue,28,Louisiana,27678,307,8.0,89,65,1
Louisiana State University Baton Rogue,28,Louisiana,27678,339,7.0,72,60,1
Louisiana State University Baton Rogue,28,Louisiana,27678,309,8.0,89,74,0
Louisiana State University Baton Rogue,28,Louisiana,27678,325,6.0,86,82,1
Louisiana State University Baton Rogue,28,Louisiana,27678,308,6.0,96,89,1
Louisiana State University Baton Rogue,28,Louisiana,27678,296,9.0,116,90,0
Louisiana State University Baton Rogue,28,Louisiana,27678,322,8.5,99,72,0
Louisiana State University Baton Rogue,28,Louisiana,27678,333,5.5,117,70,1
Louisiana State University Baton Rogue,28,Louisiana,27678,295,9.0,74,87,1
Louisiana State University Baton Rogue,28,Louisiana,27678,313,7.5,77,93,1
Louisiana State University Baton Rogue,28,Louisiana,27678,312,8.0,114,74,1
Louisiana State University Baton Rogue,28,Louisiana,27678,320,9.0,119,75,0
Louisiana State University Baton Rogue,28,Louisiana,27678,295,6.0,85,60,0
Louisiana State University Baton Rogue,28,Louisiana,27678,299,7.0,99,81,1
Louisiana State University Baton Rogue,28,Louisiana,27678,338,8.5,73,77,1
Louisiana State University Baton Rogue,28,Louisiana,27678,321,7.0,106,73,0
Louisiana State University Baton Rogue,28,Louisiana,27678,330,8.0,108,90,1
Louisiana State University Baton Rogue,28,Louisiana,27678,319,5.5,119,67,1
Louisiana State University Baton Rogue,28,Louisiana,27678,300,8.5,101,72,1
Louisiana State University Baton Rogue,28,Louisiana,27678,309,7.0,99,63,1
Louisiana State University Baton Rogue,28,Louisiana,27678,291,5.5,84,87,1
Louisiana State University Baton Rogue,28,Louisiana,27678,318,9.0,72,74,1
Louisiana State University Baton Rogue,28,Louisiana,27678,290,8.5,97,95,0
Louisiana State University Baton Rogue,28,Louisiana,27678,323,9.0,114,77,1
Louisiana State University Baton Rogue,28,Louisiana,27678,296,5.5,103,84,1
Louisiana State University Baton Rogue,28,Louisiana,27678,305,9.0,114,61,0
Louisiana State University Baton Rogue,28,Louisiana,27678,326,5.5,95,69,1
Louisiana State University Baton Rogue,28,Louisiana,27678,327,8.0,92,74,1
Louisiana State University Baton Rogue,28,Louisiana,27678,320,5.5,89,80,1
Louisiana State University Baton Rogue,28,Louisiana,27678,322,9.0,97,86,1
Louisiana State University Baton Rogue,28,Louisiana,27678,335,7.5,109,63,1
Louisiana State University Baton Rogue,28,Louisiana,27678,324,8.0,86,68,0
Louisiana State University Baton Rogue,28,Louisiana,27678,303,8.5,80,74,0
Louisiana State University Baton Rogue,28,Louisiana,27678,321,7.0,86,78,1
Louisiana State University Baton Rogue,28,Louisiana,27678,292,9.0,99,87,1
Louisiana State University Baton Rogue,28,Louisiana,27678,328,7.0,109,85,0
Michigan Tech University,29,Michigan,20402,322,5.0,107,84,1
Michigan Tech University,29,Michigan,20402,322,5.0,96,69,0
Michigan Tech University,29,Michigan,20402,297,7.0,89,75,0
Michigan Tech University,29,Michigan,20402,297,7.0,81,64,0
Michigan Tech University,29,Michigan,20402,315,9.0,80,68,0
Michigan Tech University,29,Michigan,20402,315,7.0,116,68,0
Michigan Tech University,29,Michigan,20402,290,8.5,89,84,1
Michigan Tech University,29,Michigan,20402,294,7.0,91,85,1
Michigan Tech University,29,Michigan,20402,328,5.0,83,62,1
Michigan Tech University,29,Michigan,20402,337,5.5,85,67,0
Michigan Tech University,29,Michigan,20402,297,5.5,108,78,0
Michigan Tech University,29,Michigan,20402,321,6.0,70,71,0
Michigan Tech University,29,Michigan,20402,335,5.0,115,76,0
Michigan Tech University,29,Michigan,20402,320,6.5,82,74,1
Michigan Tech University,29,Michigan,20402,309,8.0,116,67,0
Michigan Tech University,29,Michigan,20402,336,5.5,109,90,1
Michigan Tech University,29,Michigan,20402,329,7.5,86,87,1
Michigan Tech University,29,Michigan,20402,312,8.0,87,90,1
Michigan Tech University,29,Michigan,20402,295,7.0,90,68,1
Michigan Tech University,29,Michigan,20402,328,8.5,102,72,0
Michigan Tech University,29,Michigan,20402,290,7.5,89,67,0
Michigan Tech University,29,Michigan,20402,299,9.0,115,86,1
Michigan Tech University,29,Michigan,20402,316,5.5,86,82,1
Michigan Tech University,29,Michigan,20402,325,7.0,70,71,1
Michigan Tech University,29,Michigan,20402,299,5.0,73,87,1
Michigan Tech University,29,Michigan,20402,317,9.0,106,95,0
Michigan Tech University,29,Michigan,20402,336,6.0,108,64,1
Michigan Tech University,29,Michigan,20402,315,6.0,115,90,1
Michigan Tech University,29,Michigan,20402,334,6.0,99,80,0
Michigan Tech University,29,Michigan,20402,305,7.5,78,91,1
Michigan Tech University,29,Michigan,20402,295,8.0,96,60,0
Michigan Tech University,29,Michigan,20402,334,7.0,106,81,0
Michigan Tech University,29,Michigan,20402,302,7.0,94,65,1
Michigan Tech University,29,Michigan,20402,321,6.0,74,70,1
Michigan Tech University,29,Michigan,20402,305,7.5,80,64,0
Michigan Tech University,29,Michigan,20402,333,7.5,101,81,0
Michigan Tech University,29,Michigan,20402,335,8.0,106,87,1
Michigan Tech University,29,Michigan,20402,316,7.0,111,83,0
Michigan Tech University,29,Michigan,20402,319,8.0,72,78,1
Michigan Tech University,29,Michigan,20402,302,5.0,82,84,0
Michigan Tech University,29,Michigan,20402,331,5.0,95,66,0
Michigan Tech University,29,Michigan,20402,323,5.0,99,81,0
Michigan Tech University,29,Michigan,20402,322,7.0,81,61,1
Michigan Tech University,29,Michigan,20402,302,5.0,88,73,1
Michigan Tech University,29,Michigan,20402,296,8.0,99,69,0
Michigan Tech University,29,Michigan,20402,333,7.5,80,73,0
Michigan Tech University,29,Michigan,20402,305,5.0,118,71,0
Michigan Tech University,29,Michigan,20402,335,6.0,106,67,0
Michigan Tech University,29,Michigan,20402,305,6.5,104,89,1
Michigan Tech University,29,Michigan,20402,321,7.0,88,77,0
Michigan Tech University,29,Michigan,20402,294,7.0,72,75,0
Michigan Tech University,29,Michigan,20402,330,7.0,82,78,0
Michigan Tech University,29,Michigan,20402,290,6.0,81,78,1
Michigan Tech University,29,Michigan,20402,306,7.0,78,78,0
Michigan Tech University,29,Michigan,20402,318,6.0,97,83,1
Michigan Tech University,29,Michigan,20402,332,6.5,82,74,0
Michigan Tech University,29,Michigan,20402,331,7.5,97,86,1
Michigan Tech University,29,Michigan,20402,313,5.0,119,94,1
Michigan Tech University,29,Michigan,20402,297,9.0,87,89,0
Michigan Tech University,29,Michigan,20402,297,8.5,86,92,1
Michigan Tech University,29,Michigan,20402,331,7.5,105,87,1
Michigan Tech University,29,Michigan,20402,330,6.0,84,80,0
Michigan Tech University,29,Michigan,20402,310,9.0,112,68,0
Michigan Tech University,29,Michigan,20402,318,6.5,97,95,0
Michigan Tech University,29,Michigan,20402,307,8.5,81,77,1
Michigan Tech University,29,Michigan,20402,307,5.5,102,76,1
Michigan Tech University,29,Michigan,20402,294,6.0,81,68,1
Michigan Tech University,29,Michigan,20402,324,7.5,71,76,0
Michigan Tech University,29,Michigan,20402,317,8.5,114,72,1
Michigan Tech University,29,Michigan,20402,318,8.0,83,86,0
Michigan Tech University,29,Michigan,20402,337,6.5,85,83,1
Michigan Tech University,29,Michigan,20402,329,8.5,117,92,0
Michigan Tech University,29,Michigan,20402,323,5.0,83,71,0
Michigan Tech University,29,Michigan,20402,326,7.0,79,60,0
Michigan Tech University,29,Michigan,20402,315,8.0,70,60,1
Michigan Tech University,29,Michigan,20402,296,6.0,80,75,0
Michigan Tech University,29,Michigan,20402,326,7.0,108,69,0
Michigan Tech University,29,Michigan,20402,310,7.5,119,94,1
Michigan Tech University,29,Michigan,20402,309,8.0,103,82,0
Michigan Tech University,29,Michigan,20402,340,9.0,104,81,1
Michigan Tech University,29,Michigan,20402,323,6.0,114,71,1
Mississippi State University,30,Mississippi,24132,319,7.0,73,80,0
Mississippi State University,30,Mississippi,24132,298,5.0,74,90,0
Mississippi State University,30,Mississippi,24132,301,8.5,88,79,1
Mississippi State University,30,Mississippi,24132,317,8.0,104,60,0
Mississippi State University,30,Mississippi,24132,310,7.0,94,85,0
Mississippi State University,30,Mississippi,24132,297,8.5,111,83,1
Mississippi State University,30,Mississippi,24132,299,7.0,101,60,0
Mississippi State University,30,Mississippi,24132,298,6.0,113,90,0
Mississippi State University,30,Mississippi,24132,291,6.5,78,71,1
Mississippi State University,30,Mississippi,24132,334,7.5,73,87,0
Mississippi State University,30,Mississippi,24132,290,5.0,103,84,1
Mississippi State University,30,Mississippi,24132,309,6.0,104,87,0
Mississippi State University,30,Mississippi,24132,332,7.0,75,69,1
Mississippi State University,30,Mississippi,24132,298,5.5,84,89,0
Mississippi State University,30,Mississippi,24132,333,7.5,73,93,1
Mississippi State University,30,Mississippi,24132,335,7.5,89,65,0
Mississippi State University,30,Mississippi,24132,327,6.5,79,77,1
Mississippi State University,30,Mississippi,24132,328,7.0,97,63,1
Mississippi State University,30,Mississippi,24132,318,7.0,75,75,0
Mississippi State University,30,Mississippi,24132,339,7.0,76,77,1
Mississippi State University,30,Mississippi,24132,294,7.0,119,85,0
Mississippi State University,30,Mississippi,24132,330,6.5,120,82,1
Mississippi State University,30,Mississippi,24132,333,6.0,118,60,1
Mississippi State University,30,Mississippi,24132,307,7.5,93,82,1
Mississippi State University,30,Mississippi,24132,292,8.5,72,77,0
Mississippi State University,30,Mississippi,24132,338,6.0,79,90,0
Mississippi State University,30,Mississippi,24132,299,5.0,118,64,0
Mississippi State University,30,Mississippi,24132,339,6.0,118,86,1
Mississippi State University,30,Mississippi,24132,332,6.5,117,60,0
Mississippi State University,30,Mississippi,24132,291,6.0,117,70,1
Mississippi State University,30,Mississippi,24132,291,5.5,72,81,1
Mississippi State University,30,Mississippi,24132,332,6.0,116,89,1
Mississippi State University,30,Mississippi,24132,293,6.5,70,81,1
Mississippi State University,30,Mississippi,24132,334,6.5,88,64,0
Mississippi State University,30,Mississippi,24132,321,5.5,83,63,0
Mississippi State University,30,Mississippi,24132,336,5.0,78,80,1
Mississippi State University,30,Mississippi,24132,323,7.0,82,65,0
Mississippi State University,30,Mississippi,24132,305,8.5,80,94,0
Mississippi State University,30,Mississippi,24132,306,5.0,86,93,1
Mississippi State University,30,Mississippi,24132,334,6.5,107,60,1
Mississippi State University,30,Mississippi,24132,338,5.0,113,82,1
Mississippi State University,30,Mississippi,24132,302,8.5,86,80,1
Mississippi State University,30,Mississippi,24132,313,5.5,101,62,0
Mississippi State University,30,Mississippi,24132,296,5.5,75,91,1
Mississippi State University,30,Mississippi,24132,330,6.5,75,93,1
Mississippi State University,30,Mississippi,24132,294,8.0,114,80,0
Mississippi State University,30,Mississippi,24132,310,8.0,112,65,0
Mississippi State University,30,Mississippi,24132,321,7.0,98,80,1
Mississippi State University,30,Mississippi,24132,340,7.0,99,80,0
Mississippi State University,30,Mississippi,24132,320,5.5,106,61,1
Mississippi State University,30,Mississippi,24132,339,8.5,96,91,1
Mississippi State University,30,Mississippi,24132,332,7.5,115,64,1
Mississippi State University,30,Mississippi,24132,315,7.5,99,66,1
Mississippi State University,30,Mississippi,24132,332,8.0,100,94,1
Mississippi State University,30,Mississippi,24132,340,6.5,102,77,0
Mississippi State University,30,Mississippi,24132,297,6.5,85,70,0
Mississippi State University,30,Mississippi,24132,327,7.0,115,90,0
Mississippi State University,30,Mississippi,24132,296,5.5,110,75,1
Mississippi State University,30,Mississippi,24132,325,7.0,111,66,1
Mississippi State University,30,Mississippi,24132,312,6.5,71,92,0
Mississippi State University,30,Mississippi,24132,330,7.0,79,66,1
Mississippi State University,30,Mississippi,24132,316,5.5,111,87,1
Mississippi State University,30,Mississippi,24132,319,7.5,84,89,1
Mississippi State University,30,Mississippi,24132,307,8.5,80,79,1
Mississippi State University,30,Mississippi,24132,291,6.0,104,81,0
Mississippi State University,30,Mississippi,24132,304,5.0,103,82,0
Mississippi State University,30,Mississippi,24132,329,6.0,113,75,1
Mississippi State University,30,Mississippi,24132,313,6.5,75,74,0
Mississippi State University,30,Mississippi,24132,311,5.5,97,93,0
Mississippi State University,30,Mississippi,24132,294,8.5,79,81,0
Mississippi State University,30,Mississippi,24132,334,9.0,83,86,1
Mississippi State University,30,Mississippi,24132,313,5.5,94,66,0
